trend_regime,sample_count,actual_yes_win_rate,avg_yes_ask,avg_yes_bid,avg_spread_cents_yes,avg_volume,yes_edge_actual,market_minus_actual
down,1342,0.353204172876304,0.33457228017883756,0.32457228017883755,0.9999999999999998,,0.018631892697466457,-0.018631892697466457
flat,97429,0.4773835305709799,0.5115428876412568,0.5001648174568146,1.1378070184442004,,-0.0341593570702769,0.0341593570702769
up,1334,0.45652173913043476,0.4946559220389805,0.48457421289355324,1.0081709145427287,,-0.038134182908545755,0.038134182908545755
