tte_bucket,sample_count,actual_yes_win_rate,avg_yes_ask,avg_yes_bid,avg_spread_cents_yes,avg_volume,yes_edge_actual,market_minus_actual
10-15,240648,0.5075255144443336,0.5106747199228749,0.49764789235730195,1.3026827565572956,,-0.0031492054785413615,0.0031492054785413615
15-20,84012,0.5044041327429415,0.5015840594200829,0.48852509165357333,1.305896776650955,,0.0028200733228586072,-0.0028200733228586072
2-5,153771,0.4969077394307119,0.5023325594552939,0.48931274427557864,1.3019815179715295,,-0.0054248200245819445,0.0054248200245819445
20-30,165716,0.48805788215983975,0.5091989910449202,0.49620591855946317,1.2993072485457051,,-0.021141108885080417,0.021141108885080417
30-45,69791,0.4853634422776576,0.5017422017165537,0.489227120975484,1.251508074106977,,-0.016378759438896107,0.016378759438896107
45-60,8557,0.4965525300923221,0.5041100853102723,0.47956760546920646,2.45424798410658,,-0.0075575552179502625,0.0075575552179502625
5-10,243738,0.5030852800958406,0.5077888962738678,0.49470160582264566,1.308729045122222,,-0.00470361617802717,0.00470361617802717
