market_favored_side,sample_count,actual_yes_win_rate,avg_yes_ask,avg_yes_bid,avg_spread_cents_yes,avg_volume,yes_edge_actual,market_minus_actual
no,48591,0.25457389228457944,0.2439485295630878,0.2327918338787018,1.1156695684385998,,0.010625362721491644,-0.010625362721491644
yes,51514,0.6837752843887098,0.7589058508366657,0.7473884380944986,1.1517412742167177,,-0.0751305664479559,0.0751305664479559
