vol_regime,sample_count,actual_yes_win_rate,avg_yes_ask,avg_yes_bid,avg_spread_cents_yes,avg_volume,yes_edge_actual,market_minus_actual
high,362340,0.48956780923994037,0.5036185074791633,0.4898086879726224,1.3809819506540821,,-0.014050698239222892,0.014050698239222892
low,335490,0.5049479865271692,0.5079141256073206,0.49565876777251183,1.225535783480879,,-0.00296613908015142,0.00296613908015142
mid,268191,0.50575149799956,0.5099488424294626,0.49673922689426564,1.3209615535196935,,-0.004197344429902605,0.004197344429902605
unknown,212,0.5235849056603774,0.5274056603773585,0.5158962264150944,1.1509433962264155,,-0.0038207547169810674,0.0038207547169810674
