basis_threshold_bps,share_abs_gt_threshold,share_pos_gt_threshold,share_neg_lt_threshold,sample_count,mean_basis_bps,median_basis_bps
50,0.012417926929791726,0.002849162395379248,0.009568764534412478,2035686,2.0364299336875096,3.072915576315725
100,0.0017546910476370129,0.0,0.0017546910476370129,2035686,2.0364299336875096,3.072915576315725
200,0.0,0.0,0.0,2035686,2.0364299336875096,3.072915576315725
