market_favored_side,sample_count,actual_yes_win_rate,avg_yes_ask,avg_yes_bid,avg_spread_cents_yes,avg_volume,yes_edge_actual,market_minus_actual
no,482939,0.036095655973114614,0.05368058905990198,0.04090947303903805,1.277111602086392,,-0.017584933086787366,0.017584933086787366
yes,483294,0.9623790073950845,0.9597311160494439,0.9462964986116111,1.3434617437832879,,0.002647891345640585,-0.002647891345640585
