ticker,open_time,close_time,entry_time,floor_strike,expiration_value,result,actual,volume,tte_minutes,tte_at_entry_min,spot_at_entry,vol_at_entry,model_prob_yes,edge,distance_bps,near_money,filter_near_money,filter_low_edge,any_filter,would_trade
KXBTC15M-26JAN100630-30,2026-01-10 11:15:00+00:00,2026-01-10 11:30:00+00:00,2026-01-10 11:16:00+00:00,90657.6,,yes,1,4263.0,15.0,14,90676.0,0.23647681596705422,0.5657922754440473,0.06579227544404731,2.0292028761738696,True,True,False,True,False
KXBTC15M-26JAN100645-45,2026-01-10 11:30:00+00:00,2026-01-10 11:45:00+00:00,2026-01-10 11:31:00+00:00,90657.72,,no,0,3827.0,15.0,14,90667.72,0.23647681596705422,0.5357627646359542,0.03576276463595418,1.1029283630381352,True,True,True,True,False
KXBTC15M-26JAN100700-00,2026-01-10 11:45:00+00:00,2026-01-10 12:00:00+00:00,2026-01-10 11:46:00+00:00,90657.6,,no,0,2949.0,15.0,14,90625.81,0.23647681596705422,0.3866819155409672,-0.1133180844590328,-3.5078307162173945,True,True,False,True,False
KXBTC15M-26JAN100715-15,2026-01-10 12:00:00+00:00,2026-01-10 12:15:00+00:00,2026-01-10 12:01:00+00:00,90609.47,,yes,1,3427.0,15.0,14,90621.45,0.20802159243009993,0.5487905303491587,0.0487905303491587,1.3219828197403514,True,True,True,True,False
KXBTC15M-26JAN100730-30,2026-01-10 12:15:00+00:00,2026-01-10 12:30:00+00:00,2026-01-10 12:16:00+00:00,90625.87,,no,0,4315.0,15.0,14,90650.0,0.20802159243009993,0.597714263842428,0.09771426384242798,2.661886376172604,True,True,False,True,False
KXBTC15M-26JAN100745-45,2026-01-10 12:30:00+00:00,2026-01-10 12:45:00+00:00,2026-01-10 12:31:00+00:00,90600.63,,no,0,5504.0,15.0,14,90596.24,0.20802159243009993,0.4817865147434659,-0.0182134852565341,-0.48456757145764745,True,True,True,True,False
KXBTC15M-26JAN100800-00,2026-01-10 12:45:00+00:00,2026-01-10 13:00:00+00:00,2026-01-10 12:46:00+00:00,90588.67,,yes,1,7239.0,15.0,14,90589.11,0.20802159243009993,0.5015907004955883,0.001590700495588293,0.0485709595780694,True,True,True,True,False
KXBTC15M-26JAN100815-15,2026-01-10 13:00:00+00:00,2026-01-10 13:15:00+00:00,2026-01-10 13:01:00+00:00,90608.1,,no,0,7512.0,15.0,14,90602.03,0.2042602977693362,0.47445439830666675,-0.025545601693333253,-0.6699629136352668,True,True,True,True,False
KXBTC15M-26JAN100830-30,2026-01-10 13:15:00+00:00,2026-01-10 13:30:00+00:00,2026-01-10 13:16:00+00:00,90586.42,,yes,1,9077.0,15.0,14,90592.03,0.2042602977693362,0.5232122064303438,0.02321220643034383,0.6192597737351268,True,True,True,True,False
KXBTC15M-26JAN100845-45,2026-01-10 13:30:00+00:00,2026-01-10 13:45:00+00:00,2026-01-10 13:31:00+00:00,90604.31,,no,0,7465.0,15.0,14,90614.17,0.2042602977693362,0.5408985590355758,0.04089855903557582,1.0881300352914542,True,True,True,True,False
KXBTC15M-26JAN100900-00,2026-01-10 13:45:00+00:00,2026-01-10 14:00:00+00:00,2026-01-10 13:46:00+00:00,90602.19,,no,0,4440.0,15.0,14,90591.98,0.2042602977693362,0.45722376009453375,-0.04277623990546625,-1.1270313332379316,True,True,True,True,False
KXBTC15M-26JAN100915-15,2026-01-10 14:00:00+00:00,2026-01-10 14:15:00+00:00,2026-01-10 14:01:00+00:00,90538.03,,no,0,5046.0,15.0,14,90532.0,0.15451346234940577,0.46655994624983316,-0.03344005375016684,-0.6660628286129585,True,True,True,True,False
KXBTC15M-26JAN100930-30,2026-01-10 14:15:00+00:00,2026-01-10 14:30:00+00:00,2026-01-10 14:16:00+00:00,90486.23,,yes,1,5516.0,15.0,14,90475.6,0.15451346234940577,0.4412807830584332,-0.05871921694156679,-1.174902404625126,True,True,False,True,False
